,file,page,question,score,target,len_question,qst_words,qst_clean,len_qst_cln,year,flag_what_meant,qst_tokenised,tokens_without_punctuationa,tokens_lemm,tokens_lst
243,Question paper - Unit 1 - January 2019.pdf,8,Analyse two factors that are likely to affect the demand for Innocent products.,6,the market,79,"['Analyse', 'two', 'factors', 'that', 'are', 'likely', 'to', 'affect', 'the', 'demand', 'for', 'Innocent', 'products.']",analyse two factors likely affect demand innocent products.,59,2019,0,"['analyse', 'two', 'factors', 'likely', 'affect', 'demand', 'innocent', 'products', '.']","['analyse', 'two', 'factors', 'likely', 'affect', 'demand', 'innocent', 'products']","['analyse', 'two', 'factor', 'likely', 'affect', 'demand', 'innocent', 'product']",analyse two factors likely affect demand innocent products
244,Question paper - Unit 1 - January 2019.pdf,9,Discuss the benefits of market segmentation to a business such as Innocent.,8,meeting customer needs,75,"['Discuss', 'the', 'benefits', 'of', 'market', 'segmentation', 'to', 'a', 'business', 'such', 'as', 'Innocent.']",discuss benefits market segmentation business innocent.,55,2019,0,"['discuss', 'benefits', 'market', 'segmentation', 'business', 'innocent', '.']","['discuss', 'benefits', 'market', 'segmentation', 'business', 'innocent']","['discus', 'benefit', 'market', 'segmentation', 'business', 'innocent']",discuss benefits market segmentation business innocent
245,Question paper - Unit 1 - January 2019.pdf,10,Assess the advantages for Innocent of test marketing its products.,10,meeting customer needs,66,"['Assess', 'the', 'advantages', 'for', 'Innocent', 'of', 'test', 'marketing', 'its', 'products.']",assess advantages innocent test marketing products.,51,2019,0,"['assess', 'advantages', 'innocent', 'test', 'marketing', 'products', '.']","['assess', 'advantages', 'innocent', 'test', 'marketing', 'products']","['assess', 'advantage', 'innocent', 'test', 'market', 'product']",assess advantages innocent test marketing products
246,Question paper - AS Paper 1 - October 2020.pdf,3,What is meant by business to business (B2B) marketing?,2,meeting customer needs,54,"['What', 'is', 'meant', 'by', 'business', 'to', 'business', '(B2B)', 'marketing?']",what meant business business (b2b) marketing?,45,2020,1,"['what', 'meant', 'business', 'business', '(', 'b2b', ')', 'marketing', '?']","['what', 'meant', 'business', 'business', 'b2b', 'marketing']","['what', 'mean', 'business', 'business', 'b2b', 'market']",what meant business business b2b marketing
248,Question paper - AS Paper 1 - October 2020.pdf,4,Explain how market orientation could benefit Hydra Creative.,4,meeting customer needs,60,"['Explain', 'how', 'market', 'orientation', 'could', 'benefit', 'Hydra', 'Creative.']",explain market orientation could benefit hydra creative.,56,2020,0,"['explain', 'market', 'orientation', 'could', 'benefit', 'hydra', 'creative', '.']","['explain', 'market', 'orientation', 'could', 'benefit', 'hydra', 'creative']","['explain', 'market', 'orientation', 'could', 'benefit', 'hydra', 'creative']",explain market orientation could benefit hydra creative
249,Question paper - AS Paper 1 - October 2020.pdf,5,Explain one reason why Hydra Creative might use an extension strategy.,4,marketing mix and strategy,70,"['Explain', 'one', 'reason', 'why', 'Hydra', 'Creative', 'might', 'use', 'an', 'extension', 'strategy.']",explain one reason hydra creative might use extension strategy.,63,2020,0,"['explain', 'one', 'reason', 'hydra', 'creative', 'might', 'use', 'extension', 'strategy', '.']","['explain', 'one', 'reason', 'hydra', 'creative', 'might', 'use', 'extension', 'strategy']","['explain', 'one', 'reason', 'hydra', 'creative', 'might', 'use', 'extension', 'strategy']",explain one reason hydra creative might use extension strategy
250,Question paper - AS Paper 1 - October 2020.pdf,6,Assess two difficulties Ryan may face as he develops from an entrepreneur to a leader.,8,entrepreneurs and leaders,86,"['Assess', 'two', 'difficulties', 'Ryan', 'may', 'face', 'as', 'he', 'develops', 'from', 'an', 'entrepreneur', 'to', 'a', 'leader.']",assess two difficulties ryan may face develops entrepreneur leader.,67,2020,0,"['assess', 'two', 'difficulties', 'ryan', 'may', 'face', 'develops', 'entrepreneur', 'leader', '.']","['assess', 'two', 'difficulties', 'ryan', 'may', 'face', 'develops', 'entrepreneur', 'leader']","['assess', 'two', 'difficulty', 'ryan', 'may', 'face', 'develop', 'entrepreneur', 'leader']",assess two difficulties ryan may face develops entrepreneur leader
252,Question paper - AS Paper 1 - October 2020.pdf,11,State two examples of entrepreneurial motives.,2,entrepreneurs and leaders,46,"['State', 'two', 'examples', 'of', 'entrepreneurial', 'motives.']",state two examples entrepreneurial motives.,43,2020,0,"['state', 'two', 'examples', 'entrepreneurial', 'motives', '.']","['state', 'two', 'examples', 'entrepreneurial', 'motives']","['state', 'two', 'example', 'entrepreneurial', 'motif']",state two examples entrepreneurial motives
253,Question paper - AS Paper 1 - October 2020.pdf,11,What is meant by sponsorship?,2,marketing mix and strategy,29,"['What', 'is', 'meant', 'by', 'sponsorship?']",what meant sponsorship?,23,2020,1,"['what', 'meant', 'sponsorship', '?']","['what', 'meant', 'sponsorship']","['what', 'mean', 'sponsorship']",what meant sponsorship
254,Question paper - AS Paper 1 - October 2020.pdf,12,Explain how opportunity cost might have applied to Zack when he chose to set up Ape Snacks.,4,meeting customer needs,91,"['Explain', 'how', 'opportunity', 'cost', 'might', 'have', 'applied', 'to', 'Zack', 'when', 'he', 'chose', 'to', 'set', 'up', 'Ape', 'Snacks.']",explain opportunity cost might applied zack chose set ape snacks.,65,2020,0,"['explain', 'opportunity', 'cost', 'might', 'applied', 'zack', 'chose', 'set', 'ape', 'snacks', '.']","['explain', 'opportunity', 'cost', 'might', 'applied', 'zack', 'chose', 'set', 'ape', 'snacks']","['explain', 'opportunity', 'cost', 'might', 'apply', 'zack', 'choose', 'set', 'ape', 'snack']",explain opportunity cost might applied zack chose set ape snacks
255,Question paper - AS Paper 1 - October 2020.pdf,13,"Using the data from Extract B, construct a supply and demand diagram to illustrate the impact of ageing coconut trees on the existing coconut market.",4,the market,149,"['Using', 'the', 'data', 'from', 'Extract', 'B,', 'construct', 'a', 'supply', 'and', 'demand', 'diagram', 'to', 'illustrate', 'the', 'impact', 'of', 'ageing', 'coconut', 'trees', 'on', 'the', 'existing', 'coconut', 'market.']","using data extract b, construct supply demand diagram illustrate impact ageing coconut trees existing coconut market.",117,2020,0,"['using', 'data', 'extract', 'b', ',', 'construct', 'supply', 'demand', 'diagram', 'illustrate', 'impact', 'ageing', 'coconut', 'trees', 'existing', 'coconut', 'market', '.']","['using', 'data', 'extract', 'b', 'construct', 'supply', 'demand', 'diagram', 'illustrate', 'impact', 'ageing', 'coconut', 'trees', 'existing', 'coconut', 'market']","['use', 'data', 'extract', 'b', 'construct', 'supply', 'demand', 'diagram', 'illustrate', 'impact', 'age', 'coconut', 'tree', 'exist', 'coconut', 'market']",using data extract b construct supply demand diagram illustrate impact ageing coconut trees existing coconut market
256,Question paper - AS Paper 1 - October 2020.pdf,14,Assess two factors that could cause a change in demand for Ape Snacks.,8,the market,70,"['Assess', 'two', 'factors', 'that', 'could', 'cause', 'a', 'change', 'in', 'demand', 'for', 'Ape', 'Snacks.']",assess two factors could cause change demand ape snacks.,56,2020,0,"['assess', 'two', 'factors', 'could', 'cause', 'change', 'demand', 'ape', 'snacks', '.']","['assess', 'two', 'factors', 'could', 'cause', 'change', 'demand', 'ape', 'snacks']","['assess', 'two', 'factor', 'could', 'cause', 'change', 'demand', 'ape', 'snack']",assess two factors could cause change demand ape snacks
257,Question paper - AS Paper 1 - October 2020.pdf,16,Assess whether social trends might affect the design mix for Ape Snacks’ coconut snacks.,10,marketing mix and strategy,88,"['Assess', 'whether', 'social', 'trends', 'might', 'affect', 'the', 'design', 'mix', 'for', 'Ape', 'Snacks’', 'coconut', 'snacks.']",assess whether social trends might affect design mix ape snacks’ coconut snacks.,80,2020,0,"['assess', 'whether', 'social', 'trends', 'might', 'affect', 'design', 'mix', 'ape', 'snacks', '’', 'coconut', 'snacks', '.']","['assess', 'whether', 'social', 'trends', 'might', 'affect', 'design', 'mix', 'ape', 'snacks', 'coconut', 'snacks']","['assess', 'whether', 'social', 'trend', 'might', 'affect', 'design', 'mix', 'ape', 'snack', 'coconut', 'snack']",assess whether social trends might affect design mix ape snacks coconut snacks
258,Question paper - AS Level Paper 1 - June 2017.pdf,3,What is meant by competitive pricing?,2,marketing mix and strategy,37,"['What', 'is', 'meant', 'by', 'competitive', 'pricing?']",what meant competitive pricing?,31,2017,1,"['what', 'meant', 'competitive', 'pricing', '?']","['what', 'meant', 'competitive', 'pricing']","['what', 'mean', 'competitive', 'price']",what meant competitive pricing
259,Question paper - AS Level Paper 1 - June 2017.pdf,3,What is meant by market orientation?,2,meeting customer needs,36,"['What', 'is', 'meant', 'by', 'market', 'orientation?']",what meant market orientation?,30,2017,1,"['what', 'meant', 'market', 'orientation', '?']","['what', 'meant', 'market', 'orientation']","['what', 'mean', 'market', 'orientation']",what meant market orientation
260,Question paper - AS Level Paper 1 - June 2017.pdf,3,Explain how M&S could build its clothing brand.,4,marketing mix and strategy,47,"['Explain', 'how', 'M&S', 'could', 'build', 'its', 'clothing', 'brand.']",explain m&s could build clothing brand.,39,2017,0,"['explain', 'm', '&', 's', 'could', 'build', 'clothing', 'brand', '.']","['explain', 'm', 's', 'could', 'build', 'clothing', 'brand']","['explain', 'm', 's', 'could', 'build', 'clothe', 'brand']",explain m s could build clothing brand
261,Question paper - AS Level Paper 1 - June 2017.pdf,4,Construct a market map to illustrate the impact of M&S’s decision to aim its clothing range at a younger target market.,4,meeting customer needs,119,"['Construct', 'a', 'market', 'map', 'to', 'illustrate', 'the', 'impact', 'of', 'M&S’s', 'decision', 'to', 'aim', 'its', 'clothing', 'range', 'at', 'a', 'younger', 'target', 'market.']",construct market map illustrate impact m&s’s decision aim clothing range younger target market.,95,2017,0,"['construct', 'market', 'map', 'illustrate', 'impact', 'm', '&', 's', '’', 's', 'decision', 'aim', 'clothing', 'range', 'younger', 'target', 'market', '.']","['construct', 'market', 'map', 'illustrate', 'impact', 'm', 's', 's', 'decision', 'aim', 'clothing', 'range', 'younger', 'target', 'market']","['construct', 'market', 'map', 'illustrate', 'impact', 'm', 's', 's', 'decision', 'aim', 'clothe', 'range', 'young', 'target', 'market']",construct market map illustrate impact m s s decision aim clothing range younger target market
262,Question paper - AS Level Paper 1 - June 2017.pdf,5,Assess two factors that could influence the price elasticity of demand for M&S’s clothing range.,8,the market,96,"['Assess', 'two', 'factors', 'that', 'could', 'influence', 'the', 'price', 'elasticity', 'of', 'demand', 'for', 'M&S’s', 'clothing', 'range.']",assess two factors could influence price elasticity demand m&s’s clothing range.,80,2017,0,"['assess', 'two', 'factors', 'could', 'influence', 'price', 'elasticity', 'demand', 'm', '&', 's', '’', 's', 'clothing', 'range', '.']","['assess', 'two', 'factors', 'could', 'influence', 'price', 'elasticity', 'demand', 'm', 's', 's', 'clothing', 'range']","['assess', 'two', 'factor', 'could', 'influence', 'price', 'elasticity', 'demand', 'm', 's', 's', 'clothe', 'range']",assess two factors could influence price elasticity demand m s s clothing range
263,Question paper - AS Level Paper 1 - June 2017.pdf,6,Assess whether there is likely to be a trade-off for M&S when it targets a younger market segment for its women’s clothes.,10,meeting customer needs,122,"['Assess', 'whether', 'there', 'is', 'likely', 'to', 'be', 'a', 'trade-off', 'for', 'M&S', 'when', 'it', 'targets', 'a', 'younger', 'market', 'segment', 'for', 'its', 'women’s', 'clothes.']",assess whether likely trade-off m&s targets younger market segment women’s clothes.,83,2017,0,"['assess', 'whether', 'likely', 'trade-off', 'm', '&', 's', 'targets', 'younger', 'market', 'segment', 'women', '’', 's', 'clothes', '.']","['assess', 'whether', 'likely', 'trade-off', 'm', 's', 'targets', 'younger', 'market', 'segment', 'women', 's', 'clothes']","['assess', 'whether', 'likely', 'trade-off', 'm', 's', 'target', 'young', 'market', 'segment', 'woman', 's', 'clothe']",assess whether likely trade-off m s targets younger market segment women s clothes
266,Question paper - AS Level Paper 1 - June 2017.pdf,9,Explain how a flexible workforce might benefit SSP .,4,managing people,52,"['Explain', 'how', 'a', 'flexible', 'workforce', 'might', 'benefit', 'SSP', '.']",explain flexible workforce might benefit ssp .,46,2017,0,"['explain', 'flexible', 'workforce', 'might', 'benefit', 'ssp', '.']","['explain', 'flexible', 'workforce', 'might', 'benefit', 'ssp']","['explain', 'flexible', 'workforce', 'might', 'benefit', 'ssp']",explain flexible workforce might benefit ssp
267,Question paper - AS Level Paper 1 - June 2017.pdf,10,Construct a supply and demand diagram to illustrate the likely impact of changing consumer tastes on Burger King.,4,the market,113,"['Construct', 'a', 'supply', 'and', 'demand', 'diagram', 'to', 'illustrate', 'the', 'likely', 'impact', 'of', 'changing', 'consumer', 'tastes', 'on', 'Burger', 'King.']",construct supply demand diagram illustrate likely impact changing consumer tastes burger king.,94,2017,0,"['construct', 'supply', 'demand', 'diagram', 'illustrate', 'likely', 'impact', 'changing', 'consumer', 'tastes', 'burger', 'king', '.']","['construct', 'supply', 'demand', 'diagram', 'illustrate', 'likely', 'impact', 'changing', 'consumer', 'tastes', 'burger', 'king']","['construct', 'supply', 'demand', 'diagram', 'illustrate', 'likely', 'impact', 'change', 'consumer', 'taste', 'burger', 'king']",construct supply demand diagram illustrate likely impact changing consumer tastes burger king
